Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Beae product countdown end at (product.metafields.beae.countdown),Beae product countdown start at (product.metafields.beae.countdown_from),EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Color (product.metafields.shopify.color-pattern),Decoration material (product.metafields.shopify.decoration-material),Drinkware material (product.metafields.shopify.drinkware-material),Material (product.metafields.shopify.material),Shape (product.metafields.shopify.shape),Tableware material (product.metafields.shopify.tableware-material),Vase shape (product.metafields.shopify.vase-shape),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
blue-pottery-table-top-vase,Blue pottery table top vase,"<div style=""background: linear-gradient(135deg, #e0f2fe, #bae6fd, #7dd3fc); padding: 55px 35px; font-family: 'Palatino', serif;"">
  <div style=""max-width: 820px; margin: 0 auto;"">
    <div style=""background: linear-gradient(to bottom, #ffffff, #f0f9ff); border-radius: 20px; box-shadow: 0 10px 40px rgba(14,165,233,0.2); overflow: hidden; border: 3px solid #0ea5e9;"">
      <div style=""background: linear-gradient(to right, #0284c7, #0369a1); padding: 55px 45px; text-align: center; clip-path: polygon(0 0, 100% 0, 100% 85%, 0 100%);"">
        <div style=""font-size: 54px; margin-bottom: 18px;"">🏺</div>
        <h1 style=""margin: 0; color: #ffffff; font-size: 40px; font-weight: 300; letter-spacing: 3px; font-family: 'Garamond', serif;"">Blue Pottery Table Top Vase</h1>
        <div style=""margin: 22px auto 0; width: 100px; height: 3px; background: linear-gradient(to right, #7dd3fc, #38bdf8, #7dd3fc);""></div>
        <p style=""margin: 20px 0 0 0; color: #e0f2fe; font-size: 14px; letter-spacing: 4px; text-transform: uppercase;"">Handcrafted Multan Art</p>
      </div>
      <div style=""padding: 50px 45px; background: linear-gradient(to bottom, #ffffff, #f0f9ff);"">
        <div style=""background: linear-gradient(135deg, #fef3c7, #fde68a); padding: 35px; border-radius: 15px; margin-bottom: 35px; border: 2px dashed #f59e0b; box-shadow: 0 4px 15px rgba(245,158,11,0.15);"">
          <p style=""font-size: 18px; line-height: 2; color: #78350f; margin: 0; text-align: center; font-weight: 500;"">Enhance your living space with this elegant <strong>Blue Pottery table top vase</strong>, handcrafted by master artisans in Multan, Pakistan. This beautiful piece features traditional hand-painted designs and exquisite glazing.</p>
        </div>
        <div style=""display: grid; grid-template-columns: 1fr 1fr; gap: 20px; margin: 35px 0;"">
          <div style=""background: linear-gradient(to bottom, #fef2f2, #fee2e2); padding: 25px; border-radius: 12px; border-left: 5px solid #f87171;"">
            <h3 style=""margin: 0 0 15px 0; color: #991b1b; font-size: 20px; font-weight: 600;"">✨ Perfect For</h3>
            <p style=""margin: 0; color: #7f1d1d; font-size: 15px; line-height: 1.8;"">Fresh flowers, dried arrangements, table decoration, home accent</p>
          </div>
          <div style=""background: linear-gradient(to bottom, #f0fdf4, #dcfce7); padding: 25px; border-radius: 12px; border-left: 5px solid #22c55e;"">
            <h3 style=""margin: 0 0 15px 0; color: #166534; font-size: 20px; font-weight: 600;"">🎯 Features</h3>
            <p style=""margin: 0; color: #14532d; font-size: 15px; line-height: 1.8;"">Hand-painted designs, traditional glazing, authentic Multan craftsmanship</p>
          </div>
        </div>
        <div style=""background: linear-gradient(to right, #ede9fe, #ddd6fe); padding: 35px; border-radius: 16px; border: 2px solid #a78bfa; margin-top: 35px; box-shadow: inset 0 2px 8px rgba(0,0,0,0.05);"">
          <h4 style=""margin: 0 0 18px 0; color: #5b21b6; font-size: 22px; font-weight: 500; text-align: center; font-family: 'Garamond', serif;"">Care &amp; Maintenance</h4>
          <p style=""margin: 0; color: #6b21a8; font-size: 16px; line-height: 1.9; text-align: center;"">Wipe gently with a soft cloth • Handle with care • Avoid harsh chemicals • Preserve the beautiful hand-painted details</p>
        </div>
      </div>
    </div>
  </div>
</div>",My Store,Home & Garden > Decor > Vases,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,33.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/7006/6210/files/MC006a.jpg?v=1771904073,1,"",false,,,,,,,,,,,,,,,,,,,kg,,11.21,active
blue-pottery-table-top-jinni-vase,Blue Pottery Table Top Jinni Vase,"<div style=""background: linear-gradient(to bottom, #fef2f2, #fee2e2); padding: 50px 30px; font-family: 'Georgia', serif;"">
  <div style=""max-width: 800px; margin: 0 auto; background: #ffffff; border-radius: 12px; box-shadow: 0 4px 20px rgba(0,0,0,0.08); overflow: hidden; border: 1px solid #fecaca;"">
    <div style=""background: linear-gradient(135deg, #f87171, #ef4444); padding: 50px 40px; text-align: center;"">
      <div style=""font-size: 48px; margin-bottom: 15px;"">🏺</div>
      <h1 style=""margin: 0; color: #ffffff; font-size: 36px; font-weight: 400; letter-spacing: 1px;"">Blue Pottery Table Top Jinni Vase</h1>
      <p style=""margin: 15px 0 0 0; color: #fef2f2; font-size: 15px; letter-spacing: 2px;"">Blue Pottery Collection</p>
    </div>
    <div style=""padding: 45px 40px; background: #ffffff;"">
      <p style=""font-size: 17px; line-height: 1.8; color: #475569; margin-bottom: 35px; text-align: center;"">Add a touch of mystique to your decor with this unique <strong>Jinni vase</strong>, handcrafted by skilled artisans in Multan, Pakistan. This distinctive piece features traditional hand-painted Blue Pottery designs and an elegant shape, perfect for creating a stunning focal point.</p>
      <div style=""background: #f8fafc; padding: 35px; border-radius: 8px; border-left: 4px solid #f87171; margin: 30px 0;"">
        <h3 style=""margin: 0 0 20px 0; color: #334155; font-size: 22px; font-weight: 500;"">Perfect For</h3>
        <ul style=""margin: 0; padding-left: 25px; color: #64748b; line-height: 2; font-size: 16px;"">
          <li>Fresh or dried flower arrangements</li>
          <li>Unique table centerpiece</li>
          <li>Home or office decoration</li>
          <li>Collectible art piece</li>
          <li>Authentic Multan Blue Pottery</li>
        </ul>
      </div>
      <div style=""background: #fef3c7; padding: 30px; border-radius: 8px; margin-top: 30px;"">
        <h4 style=""margin: 0 0 15px 0; color: #92400e; font-size: 18px; font-weight: 500;"">Care Instructions</h4>
        <p style=""margin: 0; color: #78350f; font-size: 15px; line-height: 1.8;"">Wipe clean with a soft, damp cloth. Handle with care due to unique shape. Avoid harsh chemicals to preserve the beautiful hand-painted artwork.</p>
      </div>
    </div>
  </div>
</div>",My Store,Home & Garden > Decor > Vases,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,40.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/7006/6210/files/MC007a.jpg?v=1771904072,1,"",false,,,,,,,,,,,,,,,,,,,kg,,11.54,active
table-top-blue-pottery-vase,Table top blue pottery vase,"<div style=""background: linear-gradient(to bottom, #ede9fe, #ddd6fe); padding: 50px 30px; font-family: 'Times New Roman', serif;"">
  <div style=""max-width: 800px; margin: 0 auto; background: #ffffff; border-radius: 12px; box-shadow: 0 4px 20px rgba(0,0,0,0.08); overflow: hidden; border: 1px solid #c4b5fd;"">
    <div style=""background: linear-gradient(135deg, #8b5cf6, #7c3aed); padding: 50px 40px; text-align: center;"">
      <div style=""font-size: 48px; margin-bottom: 15px;"">🏺</div>
      <h1 style=""margin: 0; color: #ffffff; font-size: 36px; font-weight: 400; letter-spacing: 1px;"">Table Top Blue Pottery Vase</h1>
      <p style=""margin: 15px 0 0 0; color: #ede9fe; font-size: 15px; letter-spacing: 2px;"">Blue Pottery Collection</p>
    </div>
    <div style=""padding: 45px 40px; background: #ffffff;"">
      <p style=""font-size: 17px; line-height: 1.8; color: #475569; margin-bottom: 35px; text-align: center;"">Add a touch of elegance to your home with this beautiful <strong>table top Blue Pottery vase</strong>, handcrafted by skilled artisans in Multan, Pakistan. This versatile piece features stunning hand-painted designs and traditional glazing, perfect for fresh or dried flowers.</p>
      <div style=""background: #f8fafc; padding: 35px; border-radius: 8px; border-left: 4px solid #8b5cf6; margin: 30px 0;"">
        <h3 style=""margin: 0 0 20px 0; color: #334155; font-size: 22px; font-weight: 500;"">Perfect For</h3>
        <ul style=""margin: 0; padding-left: 25px; color: #64748b; line-height: 2; font-size: 16px;"">
          <li>Fresh flower arrangements</li>
          <li>Dried flower displays</li>
          <li>Table centerpiece decoration</li>
          <li>Home or office decor</li>
          <li>Authentic Multan Blue Pottery</li>
        </ul>
      </div>
      <div style=""background: #fef3c7; padding: 30px; border-radius: 8px; margin-top: 30px;"">
        <h4 style=""margin: 0 0 15px 0; color: #92400e; font-size: 18px; font-weight: 500;"">Care Instructions</h4>
        <p style=""margin: 0; color: #78350f; font-size: 15px; line-height: 1.8;"">Wipe clean with a soft, damp cloth. Handle with care when adding or removing flowers. Avoid harsh chemicals to preserve the beautiful hand-painted artwork.</p>
      </div>
    </div>
  </div>
</div>",My Store,Home & Garden > Decor > Vases,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,40.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/7006/6210/files/MC008a.jpg?v=1771904072,1,"",false,,,,,,,,,,,,,,,,,,,kg,,5.31,active
serina-blue-tea-set,Serina Blue Tea Set,"<p dir=""ltr""><span>This tea set is from our Serina Blue collection. It features the iconic colorful chamomile flower pattern with an ocean blue undertone in the base. Enjoy your evening/morning tea time with this charming tea set. Handcrafted and hand-painted by the skilled artisans of Multan. </span></p>
<p dir=""ltr""><span>Material: Ceramic</span></p>
<p dir=""ltr""><span>Hand-glazed and hand-painted.</span></p>
<p dir=""ltr""><span>Sold as individually. </span></p>
<p dir=""ltr""><span>Lead-free.</span></p>
<p dir=""ltr""><span>Food, Oven, Microwave and Dishwasher Safe.</span></p>
<p dir=""ltr""><span>Made in Pakistan. </span></p>
<p dir=""ltr""><span>Serving: </span><span>6 Person serving, including 1 Tea Pot, 1 Sugar Pot, 1 Milk Pot, 6 Cups and 6 Saucers. </span></p>
<p dir=""ltr""><span>Shipping</span></p>
<p dir=""ltr""><span>Courier will deliver most in-stock items within 2-3 business days.</span></p>
<p dir=""ltr""><span>No Delivery Charges at all.</span></p>
<p dir=""ltr""><span>We are dealing in the best quality products, as these are handmade and hand-painted, there may be very minor difference in design and shape between the two. Brushstrokes may appear on the back.  </span></p>
<p> </p>",My Store,Home & Garden > Kitchen & Dining > Tableware > Coffee & Tea Sets > Tea Sets,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,115.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/7006/6210/files/ceramics-serina-blue-tea-set-28000557170770.jpg?v=1771904071,1,"",false,,,,,,,,,,,,,,,,,,,kg,,135.90,active
shai-dry-fruit-set,Shai Dry Fruit Set,"<div style=""max-width: 800px; margin: 0 auto; font-family: 'Segoe UI', Tahoma, Geneva, Verdana, sans-serif;"">
<div style=""background: linear-gradient(135deg, #667eea 0%, #764ba2 100%); color: white; padding: 30px; border-radius: 10px; margin-bottom: 25px; text-align: center;"">
<h1 style=""margin: 0 0 10px 0; font-size: 32px; font-weight: 700;"">Shai Dry Fruit Set</h1>
<span style=""margin: 0; font-size: 18px; opacity: 0.95;"">Handcrafted Serveware Collection</span>
</div>
<div style=""background: #f8f9fa; padding: 25px; border-radius: 10px; margin-bottom: 20px; border-left: 4px solid #667eea;""><span style=""color: #495057; font-size: 16px; line-height: 1.8; margin: 0;"">Serve your dry fruits and snacks in style with this beautiful Shai dry fruit set featuring Blue Pottery designs, handcrafted by skilled artisans in Pakistan. This elegant collection combines functionality with traditional artistry, perfect for entertaining guests or special occasions.</span></div>
<table style=""width: 100%; border-collapse: separate; border-spacing: 0 15px;"">
<tr><td style=""background: white; padding: 25px; border-radius: 10px; box-shadow: 0 2px 8px rgba(0,0,0,0.1);"">
<strong style=""color: #667eea; font-size: 18px; display: block; margin-bottom: 12px; border-bottom: 2px solid #e9ecef; padding-bottom: 8px;"">Design</strong><span style=""color: #495057; font-size: 15px; line-height: 1.6;"">Shai dry fruit set with intricate hand-painted Blue Pottery patterns</span>
</td></tr>
<tr><td style=""background: white; padding: 25px; border-radius: 10px; box-shadow: 0 2px 8px rgba(0,0,0,0.1);"">
<strong style=""color: #667eea; font-size: 18px; display: block; margin-bottom: 12px; border-bottom: 2px solid #e9ecef; padding-bottom: 8px;"">Material</strong><span style=""color: #495057; font-size: 15px; line-height: 1.6;"">Premium ceramic with traditional blue pottery glaze</span>
</td></tr>
<tr><td style=""background: white; padding: 25px; border-radius: 10px; box-shadow: 0 2px 8px rgba(0,0,0,0.1);"">
<strong style=""color: #667eea; font-size: 18px; display: block; margin-bottom: 12px; border-bottom: 2px solid #e9ecef; padding-bottom: 8px;"">Craft</strong><span style=""color: #495057; font-size: 15px; line-height: 1.6;"">Individually handcrafted by Pakistani artisans</span>
</td></tr>
</table>
<div style=""background: #fff3cd; padding: 25px; border-radius: 10px; margin-bottom: 20px; border-left: 4px solid #ffc107;"">
<strong style=""color: #856404; font-size: 20px; display: block; margin-bottom: 12px;"">Perfect For</strong><span style=""color: #856404; font-size: 15px; line-height: 1.7;"">This handcrafted Shai dry fruit set is ideal for serving dry fruits, nuts, snacks, candies, or as an elegant gift. It adds cultural charm and sophistication to your dining table or tea service.</span>
</div>
<div style=""background: #d1ecf1; padding: 25px; border-radius: 10px; border-left: 4px solid #17a2b8;"">
<strong style=""color: #0c5460; font-size: 20px; display: block; margin-bottom: 12px;"">Care Instructions</strong><span style=""color: #0c5460; font-size: 15px; line-height: 1.7;"">Hand wash gently with mild soap and water. Handle with care to preserve hand-painted details. Keep away from direct sunlight. Each piece is individually crafted, making it unique.</span>
</div>
</div>",My Store,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Trays,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,75.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/7006/6210/files/Chatni-Bowl-Set-1.jpg?v=1771904070,1,"",false,,,,,,,,,,,,,,,,,,,kg,,35.90,active
shahi-handi-serving,Shahi Handi Serving,"<div style=""background: linear-gradient(to bottom, #fef3c7, #fde68a); padding: 50px 30px; font-family: 'Georgia', serif;"">
<div style=""max-width: 800px; margin: 0 auto; background: #ffffff; border-radius: 12px; box-shadow: 0 4px 20px rgba(0,0,0,0.08); overflow: hidden; border: 1px solid #fcd34d;"">
<div style=""background: linear-gradient(135deg, #f59e0b, #d97706); padding: 50px 40px; text-align: center;"">
<h1 style=""margin: 0; color: #ffffff; font-size: 36px; font-weight: 400; letter-spacing: 1px;"">Shahi Handi Serving</h1>
<p style=""margin: 15px 0 0 0; color: #fef3c7; font-size: 15px; letter-spacing: 2px;"">Blue Pottery Collection</p>
</div>
<div style=""padding: 45px 40px; background: #ffffff;"">
<p style=""font-size: 17px; line-height: 1.8; color: #475569; margin-bottom: 35px; text-align: center;"">Present your royal dishes in regal style with this magnificent <strong>Shahi Handi serving piece</strong>, handcrafted by master artisans in Multan, Pakistan. This traditional handi features exquisite hand-painted Blue Pottery designs, perfect for serving authentic Pakistani cuisine with elegance.</p>
<div style=""background: #f8fafc; padding: 35px; border-radius: 8px; border-left: 4px solid #f59e0b; margin: 30px 0;"">
<h3 style=""margin: 0 0 20px 0; color: #334155; font-size: 22px; font-weight: 500;"">Product Features</h3>
<ul style=""margin: 0; padding-left: 25px; color: #64748b; line-height: 2; font-size: 16px;"">
<li>Traditional handi design</li>
<li>Hand-painted Blue Pottery motifs</li>
<li>Perfect for curries and traditional dishes</li>
<li>Authentic Multan craftsmanship</li>
<li>Food-safe ceramic construction</li>
</ul>
</div>
<div style=""background: #fef3c7; padding: 30px; border-radius: 8px; margin-top: 30px;"">
<h4 style=""margin: 0 0 15px 0; color: #92400e; font-size: 18px; font-weight: 500;"">Care Instructions</h4>
<p style=""margin: 0; color: #78350f; font-size: 15px; line-height: 1.8;"">Hand wash with warm soapy water. Avoid dishwashers. Handle with care when serving hot dishes. Dry thoroughly to maintain the vibrant hand-painted glaze.</p>
</div>
</div>
</div>
</div>",My Store,Home & Garden > Kitchen & Dining > Tableware > Serveware,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,55.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/7006/6210/files/Shahi-Handi-Serving.jpg?v=1771904068,1,"",false,,,,,,,,,,,,,,,,,,,kg,,28.32,active
serving-karahi-set,Serving Karahi Set,"<div style=""background: linear-gradient(to bottom, #fef2f2, #fee2e2); padding: 50px 30px; font-family: 'Georgia', serif;"">
  <div style=""max-width: 800px; margin: 0 auto; background: #ffffff; border-radius: 12px; box-shadow: 0 4px 20px rgba(0,0,0,0.08); overflow: hidden; border: 1px solid #fecaca;"">
    <div style=""background: linear-gradient(135deg, #f87171, #fb923c); padding: 50px 40px; text-align: center;"">
      <div style=""font-size: 48px; margin-bottom: 15px;"">🍲</div>
      <h1 style=""margin: 0; color: #ffffff; font-size: 36px; font-weight: 400; letter-spacing: 1px;"">Serving Karahi Set</h1>
      <p style=""margin: 15px 0 0 0; color: #fef3c7; font-size: 15px; letter-spacing: 2px;"">Blue Pottery Collection</p>
    </div>
    <div style=""padding: 45px 40px; background: #ffffff;"">
      <p style=""font-size: 17px; line-height: 1.8; color: #475569; margin-bottom: 35px; text-align: center;"">Serve your favorite Pakistani dishes in authentic style with this beautiful <strong>serving karahi set</strong>, handcrafted by skilled artisans in Multan. Each piece features traditional hand-painted Blue Pottery designs, perfect for presenting curries, biryanis, and traditional cuisine.</p>
      <div style=""background: #f8fafc; padding: 35px; border-radius: 8px; border-left: 4px solid #f87171; margin: 30px 0;"">
        <h3 style=""margin: 0 0 20px 0; color: #334155; font-size: 22px; font-weight: 500;"">Set Features</h3>
        <ul style=""margin: 0; padding-left: 25px; color: #64748b; line-height: 2; font-size: 16px;"">
          <li>Complete karahi serving set</li>
          <li>Hand-painted traditional motifs</li>
          <li>Perfect for curries and traditional dishes</li>
          <li>Authentic Multan Blue Pottery</li>
          <li>Food-safe ceramic construction</li>
        </ul>
      </div>
      <div style=""background: #fef3c7; padding: 30px; border-radius: 8px; margin-top: 30px;"">
        <h4 style=""margin: 0 0 15px 0; color: #92400e; font-size: 18px; font-weight: 500;"">Care Instructions</h4>
        <p style=""margin: 0; color: #78350f; font-size: 15px; line-height: 1.8;"">Hand wash with warm soapy water. Avoid dishwashers. Handle with care when hot. Dry thoroughly to maintain the vibrant hand-painted glaze.</p>
      </div>
    </div>
  </div>
</div>",My Store,Home & Garden > Kitchen & Dining > Tableware > Serveware,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,85.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/7006/6210/files/Serving-Karahi-Set-1-1.jpg?v=1771904068,1,"",false,,,,,,,,,,,,,,,,,,,kg,,72.94,active
rectangle-serving-tray-set,Rectangle Serving Tray Set,"<div style=""background: linear-gradient(to bottom, #f8fafc, #f1f5f9); padding: 50px 30px; font-family: 'Georgia', serif;"">
  <div style=""max-width: 800px; margin: 0 auto; background: #ffffff; border-radius: 12px; box-shadow: 0 4px 20px rgba(0,0,0,0.08); overflow: hidden; border: 1px solid #e2e8f0;"">
    <div style=""background: linear-gradient(135deg, #6366f1, #818cf8); padding: 50px 40px; text-align: center;"">
      <div style=""font-size: 48px; margin-bottom: 15px;"">🍽️</div>
      <h1 style=""margin: 0; color: #ffffff; font-size: 36px; font-weight: 400; letter-spacing: 1px;"">Rectangle Serving Tray Set</h1>
      <p style=""margin: 15px 0 0 0; color: #e0e7ff; font-size: 15px; letter-spacing: 2px;"">Blue Pottery Collection</p>
    </div>
    <div style=""padding: 45px 40px; background: #ffffff;"">
      <p style=""font-size: 17px; line-height: 1.8; color: #475569; margin-bottom: 35px; text-align: center;"">Elevate your dining experience with this exquisite <strong>rectangle serving tray set</strong>, handcrafted by master artisans in Multan, Pakistan. Each piece features intricate hand-painted Blue Pottery designs and traditional glazing techniques, perfect for elegant entertaining.</p>
      <div style=""background: #f8fafc; padding: 35px; border-radius: 8px; border-left: 4px solid #6366f1; margin: 30px 0;"">
        <h3 style=""margin: 0 0 20px 0; color: #334155; font-size: 22px; font-weight: 500;"">Set Features</h3>
        <ul style=""margin: 0; padding-left: 25px; color: #64748b; line-height: 2; font-size: 16px;"">
          <li>Multiple rectangle trays in coordinating designs</li>
          <li>Hand-painted traditional Multan patterns</li>
          <li>Perfect for appetizers and main courses</li>
          <li>Ideal for parties and gatherings</li>
          <li>Food-safe ceramic construction</li>
        </ul>
      </div>
      <div style=""background: #fef3c7; padding: 30px; border-radius: 8px; margin-top: 30px;"">
        <h4 style=""margin: 0 0 15px 0; color: #92400e; font-size: 18px; font-weight: 500;"">Care Instructions</h4>
        <p style=""margin: 0; color: #78350f; font-size: 15px; line-height: 1.8;"">Hand wash each tray with warm soapy water. Avoid dishwashers. Dry thoroughly after washing. Handle with care to preserve the beautiful hand-painted artwork.</p>
      </div>
    </div>
  </div>
</div>",My Store,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Trays,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,80.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/7006/6210/files/Rectangle-Serving-Tray-Set.jpg?v=1771904066,1,"",false,,,,,,,,,,,,,,,,,,,kg,,69.66,active
fruit-tray-medium,Fruit Tray (Medium),"<div style=""background: linear-gradient(135deg, #fef2f2, #fee2e2, #fecaca); padding: 40px 22px; font-family: 'Times New Roman', serif;"">
  <div style=""max-width: 710px; margin: 0 auto; background: linear-gradient(to bottom, #fff7ed, #ffedd5); border-radius: 20px; box-shadow: 0 12px 32px rgba(249,115,22,0.3); overflow: hidden; border: 5px solid #f97316;"">
    <div style=""background: linear-gradient(to right, #ea580c, #c2410c, #9a3412); padding: 36px; text-align: center;"">
      <div style=""font-size: 52px; margin-bottom: 14px;"">🍎</div>
      <h1 style=""margin: 0; color: #ffffff; font-size: 35px; font-weight: bold; text-shadow: 2px 2px 8px rgba(0,0,0,0.4);"">Blue Pottery Fruit Tray (Medium)</h1>
      <p style=""margin: 14px 0 0 0; color: #ffffff; font-size: 16px; letter-spacing: 2.5px; text-transform: uppercase;"">Artisan Multan Pottery</p>
    </div>
    <div style=""padding: 38px; background: linear-gradient(135deg, #fff7ed, #ffedd5);"">
      <p style=""font-size: 18px; line-height: 2.1; color: #7c2d12; margin-bottom: 30px; text-align: center; font-weight: 600;"">Display your fresh fruits in vibrant style with this beautiful <strong>medium-sized Blue Pottery fruit tray</strong>. Handcrafted by talented artisans in Multan, Pakistan, this versatile piece features stunning hand-painted patterns and traditional glazing, perfect for everyday use or special occasions!</p>
      <div style=""background: linear-gradient(to right, #ecfdf5, #d1fae5); padding: 32px; border-radius: 16px; border: 4px solid #10b981; margin: 28px 0; box-shadow: 0 6px 18px rgba(0,0,0,0.1);"">
        <h3 style=""margin: 0 0 24px 0; color: #065f46; font-size: 26px; text-align: center; font-weight: bold;"">🍊 Perfect For</h3>
        <ul style=""margin: 0; padding-left: 28px; color: #047857; line-height: 2.2; font-size: 17px;"">
          <li>Fresh fruit display and serving</li>
          <li>Breakfast table centerpiece</li>
          <li>Snacks and appetizers</li>
          <li>Decorative kitchen accent</li>
          <li>Gift presentation tray</li>
        </ul>
      </div>
      <div style=""background: linear-gradient(135deg, #fef3c7, #fde68a); padding: 26px; border-radius: 14px; border-left: 7px solid #eab308; margin-top: 28px;"">
        <h4 style=""margin: 0 0 14px 0; color: #713f12; font-size: 20px;"">🧹 Care Instructions</h4>
        <p style=""margin: 0; color: #854d0e; font-size: 16px; line-height: 1.9;"">Hand wash with gentle soap and warm water. Avoid dishwashers and abrasive cleaners. Dry thoroughly after washing. Handle with care to preserve the beautiful hand-painted designs and traditional glaze.</p>
      </div>
    </div>
  </div>
</div>",My Store,Home & Garden > Decor > Decorative Trays,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,24.41,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/7006/6210/files/DeWatermark.ai_1740506917484.png?v=1771904066,1,"",false,,,,,,,,,,,,,,,,,,,kg,,24.41,active
fish-dish-large,Fish Dish Large,"<div style=""background: linear-gradient(to bottom, #dbeafe, #bfdbfe, #93c5fd); padding: 42px 24px; font-family: 'Arial', sans-serif;"">
  <div style=""max-width: 740px; margin: 0 auto; background: linear-gradient(135deg, #eff6ff, #dbeafe); border-radius: 24px; box-shadow: 0 14px 38px rgba(59,130,246,0.28); overflow: hidden; border: 6px solid #3b82f6;"">
    <div style=""background: linear-gradient(to right, #1d4ed8, #1e40af, #1e3a8a); padding: 42px; text-align: center;"">
      <div style=""font-size: 58px; margin-bottom: 16px;"">🐠</div>
      <h1 style=""margin: 0; color: #ffffff; font-size: 40px; font-weight: bold; text-shadow: 3px 3px 10px rgba(0,0,0,0.4); letter-spacing: 1px;"">Blue Pottery Fish Dish Large</h1>
      <p style=""margin: 16px 0 0 0; color: #ffffff; font-size: 17px; letter-spacing: 3px; text-transform: uppercase;"">Premium Multan Craftsmanship</p>
    </div>
    <div style=""padding: 42px; background: linear-gradient(to bottom, #eff6ff, #dbeafe);"">
      <p style=""font-size: 19px; line-height: 2.2; color: #1e3a8a; margin-bottom: 32px; text-align: center; font-weight: 600;"">Make a grand impression with this magnificent <strong>large Blue Pottery fish dish</strong>, expertly handcrafted by master artisans in Multan, Pakistan. The generous size and intricate hand-painted designs make this piece perfect for serving family-style meals and impressing your guests at special gatherings!</p>
      <div style=""background: linear-gradient(135deg, #fef3c7, #fde68a); padding: 36px; border-radius: 18px; border: 5px solid #eab308; margin: 32px 0; box-shadow: 0 8px 22px rgba(0,0,0,0.12);"">
        <h3 style=""margin: 0 0 26px 0; color: #713f12; font-size: 28px; text-align: center; font-weight: bold;"">🍽️ Ideal For</h3>
        <ul style=""margin: 0; padding-left: 32px; color: #854d0e; line-height: 2.4; font-size: 18px; font-weight: 500;"">
          <li>Large seafood platters and fish dishes</li>
          <li>Family-style main courses</li>
          <li>Impressive party appetizers</li>
          <li>Festive occasion centerpieces</li>
          <li>Decorative wall art display</li>
        </ul>
      </div>
      <div style=""background: linear-gradient(to right, #fce7f3, #fbcfe8); padding: 28px; border-radius: 16px; border-left: 8px solid #ec4899; margin-top: 32px;"">
        <h4 style=""margin: 0 0 16px 0; color: #831843; font-size: 22px; font-weight: bold;"">🧹 Care Instructions</h4>
        <p style=""margin: 0; color: #9f1239; font-size: 17px; line-height: 2;"">Hand wash carefully with gentle soap and warm water. Due to its large size, handle with extra care. Avoid dishwashers and harsh scrubbing. Dry thoroughly to preserve the stunning hand-painted artwork and traditional glaze.</p>
      </div>
    </div>
  </div>
</div>",My Store,Home & Garden > Decor > Decorative Trays,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,48.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0864/7006/6210/files/Fish-Dish-Large.jpg?v=1771904064,1,"",false,,,,,,,,,,,,,,,,,,,kg,,19.14,active
